Cruise ,Station,Type ,mon/day/yr,hh:mm,Longitude [degrees_east],Latitude [degrees_north],Bot. Depth[m],Depth[m],Reference ,Doi,Pre-Press (calculated),Press ,Day ,Month ,Year ,ONI 3.4 region,ANOM 3.4 region,TNI,1+2 Coast,PDO state,Temperature insitu ,Temperature pot,Salinity CTD,Salinity bottle,Density sigma t,Density Kg/L,Oxygen (umol/Kg),Oxygen (umol/L),Oxygen (ml/L),AOU (umol/Kg),Oxygen (mg/L),PO4 [µmol/l],PO4 [µmol/Kg],NO2 [µmol/l],NO2 [µmol/Kg],SiO4 [µmol/l],SiO4 [µmol/Kg],NO3 [µmol/Kg],TCO2,DIC umol kg-1,Alkalinity (umol/Kg) measurement ,Alkalinity (umol/Kg) SW,pH NBS at 25C,pH sea water,pH total,pH plots,CFC12,"WCa at measurement conditions (20°C, P=0)","WAr at measurement conditions (20°C, P=0)",CO32-measurement conditions(µmol/kgSW),HCO3 measurements conditions (µmol/kgSW),WCa at ambient temp and P,WAr at at ambient temp and P,CO32- ambient temp and P µmol/kg SW),d18O,SD ?18O,d18O corr ,SD ?18O,dD,SD ?D,d13C,SD d13C,d13C Cristian,d18O eq calcite Kim and Oneil 1995 Discrimit ,d18O eq calcite Kim and Oneil 1995 d18O cal-d18Osw (theoretical one),d18O eq calcite Kim and Oneil 1995 d18O Equation ,"d18O eq calcite Lynch et al., 1999",d18Oeq Marchitto et al 2014,d18Oeq Marchitto et al 2014 cuadratic,Discriminate,Value discriminate,ESSW,ESSW %,AAIW,AAIW %,PDW,PDW %,STW,STW%,SAAW,SAAW %,Remineralization OMP,Denitrification OMP,Denitrification/100,Extrainfo,Extrainfo2,st,depth ,presure
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,904.441,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,904441,910.4,23,5,1992,1.1,1.16,-0.363,26.63,1.12,4.83,4.76,34.29,34.2881,27.13,1.027,216.3,222.14,4.97,,,2.075,2.02,0,0,21.49,20.92,28.93,,,,,,,,,0.16,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,1002.622,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1002622,1009.3,23,5,1992,1.1,1.16,-0.363,26.63,1.12,4.32,4.24,34.31,34.3178,27.2,1.027,198.3,203.65,4.56,,,2.25,2.19,0,0,30.94,30.12,31.43,,,,,,,,,0,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,1127.864,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1127864,1135.5,23,5,1992,1.1,1.16,-0.363,26.63,1.12,3.71,3.63,34.37,34.3682,27.32,1.027,176.3,181.06,4.05,,,2.424,2.36,0,0,46.67,45.43,33.97,,,,,,,,,0,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,1203.192,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1203192,1211.4,23,5,1992,1.1,1.16,-0.363,26.63,1.12,3.45,3.36,34.41,34.408,27.37,1.027,167.6,172.13,3.85,,,2.497,2.43,0,0,55.07,53.6,34.87,,,,,,,,, ,,,,,,,,,,,,,,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,1403.651,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1403651,1413.4,23,5,1992,1.1,1.16,-0.363,26.63,1.12,2.93,2.83,34.5,34.5087,27.5,1.027,155,159.19,3.56,,,2.569,2.5,0,0,75,72.99,35.72,,,,,,,,, ,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,1680.625,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1680625,1692.5,23,5,1992,1.1,1.16,-0.363,26.63,1.12,2.38,2.27,34.6,34.5973,27.62,1.028,159.3,163.76,3.67,,,2.518,2.45,0,0,94.76,92.21,35.05,,,,,,,,, ,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,2076.865,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,2076865,2091.7,23,5,1992,1.1,1.16,-0.363,26.63,1.12,1.96,1.82,34.65,34.6643,27.7,1.028,156.9,161.29,3.61,,,2.538,2.47,0.01,0.01,116.46,113.32,35.14,,,,,,,,, ,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,2278.882,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,2278882,2295.2,23,5,1992,1.1,1.16,-0.363,26.63,1.12,1.84,1.68,34.66,34.6641,27.71,1.028,158.4,162.84,3.65,,,2.549,2.48,0.01,0.01,122.05,118.76,35.04,,,,,,,,, ,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,2480.521,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,2480521,2498.3,23,5,1992,1.1,1.16,-0.363,26.63,1.12,1.8,1.62,34.67,34.6683,27.72,1.028,159.5,163.97,3.67,,,2.528,2.46,0.01,0.01,123.11,119.79,34.93,,,,,,,,, ,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,2684.747,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,2684747,2704,23,5,1992,1.1,1.16,-0.363,26.63,1.12,1.78,1.59,34.67,34.673,27.73,1.028,161,165.51,3.71,,,2.528,2.46,0,0,123.46,120.13,34.9,,,,,,,,, ,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     316N138_3,69,CTD/Bottle ,*,*,-110.6722,-32.5018,2996,3018.05,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,3018050,3039.7,23,5,1992,1.1,1.16,-0.363,26.63,1.12,1.78,1.56,34.68,34.6761,27.73,1.028,162.3,166.84,3.74,,,2.497,2.43,0.01,0.01,123.66,120.32,34.79,,,,,,,,, ,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,10.501,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,10501,10.6,6,10,2003,0.3,0.38,-1.738,21.25,0.54,16.81,16.81,34.56,,25.22,1.03,249.38,255.67,5.72,,,0.33,0.32,0.02,0.02,,,0.03,,,2296.3,,7.99,7.96,,7.99,,3.57,2.35,147.74,,3.45,2.22,144.5,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,Bottle,,,,
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,50.921,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,50921,51.4,6,10,2003,0.3,0.38,-1.738,21.25,0.54,16.52,16.52,34.55,,25.28,1.03,247.78,254.04,5.69,,,0.35,0.34,0.03,0.03,,,0.15,,,2289.3,,7.98,7.95,,7.98,,3.49,2.3,144.41,,3.34,2.15,140.98,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,Bottle,,,,
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,98.772,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,98772,99.7,6,10,2003,0.3,0.38,-1.738,21.25,0.54,15.73,15.71,34.48,,25.41,1.03,238.44,244.5,5.47,,,0.47,0.46,0.26,0.25,,,1.9,,,2285.4,,7.96,7.93,,7.96,,3.35,2.2,138.43,,3.17,2.04,134.56,,,,,,,1.87,,,,,,,,,,,0,0,0,0,,,0.39,38.68,0.67,67.29,0,7.28,0.07,Bottle,,,-32.51,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,148.603,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,148603,150,6,10,2003,0.3,0.38,-1.738,21.25,0.54,12.65,12.63,34.19,,25.84,1.03,219.98,225.66,5.05,,,0.97,0.95,0.03,0.03,0.81,0.79,10.95,,,2260.7,,7.84,7.81,,7.84,,2.59,1.71,107,,2.37,1.52,101.79,,,,,,,1.45,,,,,,,,,,,0,0,0,0,,,0.15,14.55,0.87,87.16,0.07,11.52,0.12,Bottle,,,-32.51,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,197.444,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,197444,199.3,6,10,2003,0.3,0.38,-1.738,21.25,0.54,10.94,10.92,34.17,,26.14,1.03,218.81,224.53,5.03,,,1.15,1.12,0.02,0.02,1.29,1.26,14.53,,,2259.4,,7.8,7.77,,7.8,,2.39,1.57,98.48,,2.14,1.36,92.49,,,,,,,1.35,,,,,,,,,,,0.07,7.29,0.04,3.92,,,0.06,6.39,0.82,82.4,0,13.13,0.13,Bottle,,,-32.51,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,246.384,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,246384,248.7,6,10,2003,0.3,0.38,-1.738,21.25,0.54,9.69,9.66,34.33,,26.49,1.03,129.83,133.27,2.98,,,2.03,1.98,0.01,0.01,10.48,10.21,23.45,,,2263,,7.59,7.56,,7.59,,1.54,1.01,63.64,,1.31,0.83,57.15,,,,,,,0.69,,,,,,,,,,,0.39,39.48,0.08,8.21,,,0,0,0.52,52.49,0.11,14.05,0.14,Bottle,,,-32.51,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,297.503,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,297503,300.3,6,10,2003,0.3,0.38,-1.738,21.25,0.54,9.45,9.42,34.53,,26.68,1.03,36.71,37.69,0.84,,,2.72,2.65,0.02,0.02,21.38,20.82,31.11,,,2281.4,,7.41,7.38,,7.41,,1.05,0.69,43.61,,0.85,0.54,37.41,,,,,,,0.12,,,,,,,,,,,0.64,64.39,0.09,9.34,,,0,0,0.26,26.32,0.36,12.58,0.13,Bottle,,,-32.51,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,397.167,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,397167,400.9,6,10,2003,0.3,0.38,-1.738,21.25,0.54,7.62,7.58,34.42,,26.88,1.03,86.62,88.95,1.99,,,2.57,2.5,0.01,0.01,19.38,18.87,33.96,,,2272.2,,7.47,7.44,,7.47,,1.19,0.79,49.39,,0.94,0.6,42.24,,,,,,,0.43,,,,,,,,,,,0.5,50.23,0.33,32.95,,,0,0,0.17,16.94,0.19,12.71,0.13,Bottle,,,-32.51,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,495.245,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,495245,499.9,6,10,2003,0.3,0.38,-1.738,21.25,0.54,6.17,6.13,34.31,,26.99,1.03,189.78,194.9,4.36,,,2.07,2.02,0.01,0.01,12.86,12.52,28.82,,,2276.9,,7.62,7.59,,7.62,,1.65,1.09,68.24,,1.3,0.83,60.01,,,,,,,0.99,,,,,,,,,,,0.41,41,0.63,63.37,0,0,,,,,0,17.06,0.17,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,594.413,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,594413,600,6,10,2003,0.3,0.38,-1.738,21.25,0.54,5.58,5.53,34.28,,27.04,1.03,221.97,227.97,5.1,,,1.95,1.9,0.01,0.01,12.37,12.04,27.36,,,2275.2,,7.67,7.64,,7.67,,1.84,1.21,75.78,,1.43,0.91,67.09,,,,,,,1.16,,,,,,,,,,,0.34,34.12,0.7,69.63,0,0,,,,,0,17.14,0.17,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,693.878,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,693878,700.4,6,10,2003,0.3,0.38,-1.738,21.25,0.54,5.08,5.03,34.27,,27.1,1.03,211.05,216.77,4.85,,,2.11,2.05,0.01,0.01,17.77,17.3,29.33,,,2277.9,,7.65,7.62,,7.65,,1.76,1.16,72.7,,1.33,0.85,63.71,,,,,,,1.11,,,,,,,,,,,0.3,30.11,0.7,70.26,0,0,,,,,0,12.19,0.12,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,791.46,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,791460,798.9,6,10,2003,0.3,0.38,-1.738,21.25,0.54,4.56,4.5,34.29,,27.17,1.03,191.44,196.64,4.4,,,2.29,2.23,0.01,0.01,27.05,26.33,31.98,,,2289.9,,7.62,7.59,,7.62,,1.66,1.09,68.6,,1.21,0.77,59.31,,,,,,,0.95,,,,,,,,,,,0.24,24.28,0.63,63.34,0.12,12.38,,,,,0,4.42,0.04,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,892.411,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,892411,900.8,6,10,2003,0.3,0.38,-1.738,21.25,0.54,4.13,4.06,34.34,,27.26,1.03,164.84,169.33,3.79,,,2.49,2.42,0.01,0.01,39.91,38.85,34.79,,,2300.7,,7.57,7.54,,7.57,,1.5,0.99,61.99,,1.05,0.67,52.53,,,,,,,0.75,,,,,,,,,,,0.19,19.49,0.56,55.78,0.25,24.74,,,,,0.29,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,991.381,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,991381,1000.7,6,10,2003,0.3,0.38,-1.738,21.25,0.54,3.86,3.78,34.41,,27.34,1.03,133.04,136.68,3.06,,,2.7,2.63,0.01,0.01,55.65,54.17,37.49,,,2318.1,,7.53,7.5,,7.53,,1.39,0.91,57.39,,0.94,0.6,47.81,,,,,,,0.52,,,,,,,,,,,0.16,16.08,0.48,47.84,0.36,36.08,,,,,0.84,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,1189.32,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1189320,1200.5,6,10,2003,0.3,0.38,-1.738,21.25,0.54,3.39,3.31,34.51,,27.46,1.03,112.69,115.78,2.59,,,2.84,2.76,0.01,0.01,79.6,77.47,38.98,,,2350.4,,7.5,7.47,,7.5,,1.32,0.87,54.66,,0.84,0.54,44.7,,,,,,,0.3,,,,,,,,,,,0.1,9.54,0.37,36.92,0.54,53.54,,,,,1.6,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,1386.665,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1386665,1399.7,6,10,2003,0.3,0.38,-1.738,21.25,0.54,3.06,2.96,34.55,,27.53,1.03,113.33,116.45,2.61,,,2.83,2.75,0.01,0.01,93.44,90.94,38.78,,,2360.7,,7.51,7.48,,7.51,,1.36,0.89,56.16,,0.83,0.53,45.74,,,,,,,0.23,,,,,,,,,,,0.04,4.38,0.33,33.11,0.63,62.51,,,,,2.01,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,1586.091,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1586091,1601,6,10,2003,0.3,0.38,-1.738,21.25,0.54,2.72,2.61,34.59,,27.59,1.03,119.81,123.11,2.76,,,2.78,2.71,0.01,0.01,103.36,100.59,38.1,,,2371.8,,7.53,7.5,,7.53,,1.42,0.94,58.97,,0.83,0.53,48.02,,,,,,,0.17,,,,,,,,,,,0,0,0.29,28.82,0.71,71.36,,,,,2.28,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,1784.129,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1784129,1800.9,6,10,2003,0.3,0.38,-1.738,21.25,0.54,2.45,2.33,34.61,,27.63,1.03,127.7,131.23,2.94,,,2.72,2.65,0.01,0.01,110.38,107.41,37.53,,,2377.9,,7.54,7.51,,7.54,,1.46,0.96,60.45,,0.82,0.52,49.05,,,,,,,0.19,,,,,,,,,,,0,0,0.27,27.48,0.75,75.24,,,,,2.47,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,1980.88,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,1980880,1999.5,6,10,2003,0.3,0.38,-1.738,21.25,0.54,2.24,2.1,34.63,,27.67,1.03,136.04,139.8,3.13,,,2.67,2.6,0.01,0.01,115.37,112.27,36.67,,,2387.1,,7.55,7.52,,7.55,,1.5,0.99,62.04,,0.8,0.52,50.2,,,,,,,0.21,,,,,,,,,,,0,0,0.26,25.75,0.79,78.86,,,,,2.59,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,2180.107,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,2180107,2200.6,6,10,2003,0.3,0.38,-1.738,21.25,0.54,2.09,1.94,34.65,,27.69,1.03,142.47,146.41,3.28,,,2.62,2.55,0.01,0.01,118.39,115.2,36.18,,,2385.7,,7.57,7.54,,7.57,,1.56,1.03,64.76,,0.8,0.52,52.48,,,,,,,0.23,,,,,,,,,,,0,0,0.24,23.65,0.82,82.2,,,,,2.65,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,3715.475,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,3715475,3750.4,6,10,2003,0.3,0.38,-1.738,21.25,0.54,1.63,1.8,34.66,,27.78,1.03,164.98,169.55,3.8,,,2.47,2.4,0.01,0.01,125.75,122.36,34.49,,,2397.6,,7.6,7.57,,7.6,,1.68,1.1,69.43,,0.62,0.41,54.62,,,,,,,0.25,,,,,,,,,,,0,0,0.24,24.07,0.87,86.89,,,,,2.82,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,2575.788,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,2575788,2600,6,10,2003,0.3,0.38,-1.738,21.25,0.54,1.9,1.71,34.67,,27.73,1.03,151.73,155.93,3.49,,,2.55,2.48,0.01,0.01,122.03,118.74,35.46,,,2394,,7.58,7.55,,7.58,,1.6,1.06,66.43,,0.76,0.49,53.43,,,,,,,0.23,,,,,,,,,,,0,0,0.22,21.72,0.86,85.86,,,,,2.72,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,2775.015,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,2775015,2801.1,6,10,2003,0.3,0.38,-1.738,21.25,0.54,1.84,1.64,34.67,,27.74,1.03,153.55,157.81,3.53,,,2.54,2.47,0.02,0.02,123.74,120.4,35.2,,,2394,,7.59,7.56,,7.59,,1.64,1.08,67.87,,0.74,0.48,54.51,,,,,,,0.23,,,,,,,,,,,0,0,0.22,22.07,0.86,86.27,,,,,2.77,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,2972.855,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,2972855,3000.8,6,10,2003,0.3,0.38,-1.738,21.25,0.54,1.8,1.57,34.68,,27.75,1.03,155.35,159.66,3.57,,,2.53,2.46,0.01,0.01,125.09,121.71,35.13,,,2400.3,,7.59,7.56,,7.59,,1.64,1.08,68.07,,0.71,0.46,54.39,,,,,,,0.23,,,,,,,,,,,0,0,0.21,20.95,0.88,87.81,,,,,2.81,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,3220.824,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,3220824,3251.1,6,10,2003,0.3,0.38,-1.738,21.25,0.54,1.73,1.49,34.69,,27.76,1.03,160.17,164.61,3.69,,,2.5,2.43,0.01,0.01,124.51,121.15,34.74,,,2395,,7.6,7.57,,7.6,,1.67,1.1,69.4,,0.69,0.45,55.3,,,,,,,0.27,,,,,,,,,,,0,0,0.2,19.56,0.9,89.67,,,,,2.76,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,3468.793,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,3468793,3501.4,6,10,2003,0.3,0.38,-1.738,21.25,0.54,1.65,1.38,34.69,,27.77,1.03,164.56,169.13,3.79,,,2.47,2.4,0.01,0.01,124.77,121.4,34.47,,,2397.3,,7.6,7.57,,7.6,,1.68,1.1,69.47,,0.65,0.43,54.99,,,,,,,0.28,,,,,,,,,,,0,0,0.2,19.7,0.9,90.32,,,,,2.76,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,3715.475,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,3715475,3750.4,6,10,2003,0.3,0.38,-1.738,21.25,0.54,1.63,1.34,34.69,,27.78,1.03,165.19,169.77,3.8,,,2.47,2.4,0.01,0.01,125.6,122.21,34.49,,,2394.8,,7.61,7.58,,7.61,,1.71,1.13,70.89,,0.63,0.42,56,,,,,,,0.27,,,,,,,,,,,0,0,0.2,19.87,0.91,90.58,,,,,2.78,0,0,Bottle,,,,3922
49NZ20030909,27,CTD/Bottle ,*,*,-82.67,-32.51,3922,3897.068,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,3897068,3933.7,6,10,2003,0.3,0.38,-1.738,21.25,0.54,1.64,1.33,34.69,,27.78,1.03,165.2,169.78,3.8,,,2.47,2.4,0.01,0.01,125.48,122.09,34.51,,,2399,,7.6,7.57,,7.6,,1.68,1.11,69.52,,0.59,0.39,54.47,,,,,,,0.25,,,,,,,,,,,0,0,0.2,19.85,0.91,90.66,,,,,2.78,0,0,Bottle,,,,3922
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,10.303,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,10303,10.4,8,10,2003,0.3,0.38,-1.738,21.25,0.54,15.97,15.97,34.39,,25.29,1.03,245.35,251.56,5.63,,,,,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,Bottle,,,,
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,99.267,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,99267,100.2,8,10,2003,0.3,0.38,-1.738,21.25,0.54,15.44,15.42,34.42,,25.43,1.03,234.88,240.85,5.39,,,0.42,0.41,0.12,0.12,0.35,0.34,1.33,,,2285.8,,7.96,7.93,,7.96,,3.34,2.2,138.28,,3.16,2.03,134.29,,,,,,,1.93,,,,,,,,,,,0,0,0,0,,,0.35,35.21,0.71,71.07,0,7.19,0.07,Bottle,,,-32.51,2732
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,147.91,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,147910,149.3,8,10,2003,0.3,0.38,-1.738,21.25,0.54,12.9,12.88,34.14,,25.75,1.03,222.48,228.21,5.11,,,0.86,0.84,0.03,0.03,0.85,0.83,9.66,,,2259.2,,7.87,7.84,,7.87,,2.75,1.81,113.51,,2.53,1.62,108.41,,,,,,,1.59,,,,,,,,,,,0,0,0,0,,,0.13,13.48,0.9,89.73,0.03,10.78,0.11,Bottle,,,-32.51,2732
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,196.85,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,196850,198.7,8,10,2003,0.3,0.38,-1.738,21.25,0.54,11.13,11.1,34.12,,26.07,1.03,206.36,211.74,4.74,,,1.22,1.19,0.01,0.01,2.23,2.17,15.24,,,2254.1,,7.78,7.75,,7.78,,2.28,1.5,94.17,,2.04,1.3,88.27,,,,,,,1.32,,,,,,,,,,,0.08,7.8,0,0,,,0.04,3.56,0.89,88.83,0.06,13.14,0.13,Bottle,,,-32.51,2732
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,246.582,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,246582,248.9,8,10,2003,0.3,0.38,-1.738,21.25,0.54,9.78,9.75,34.2,,26.37,1.03,177.33,182,4.08,,,1.61,1.57,0.01,0.01,5.5,5.36,20.07,,,2262.9,,7.69,7.66,,7.69,,1.9,1.25,78.48,,1.65,1.05,71.96,,,,,,,1.02,,,,,,,,,,,0.24,23.7,0.09,8.66,,,0,0,0.68,67.91,0.01,14.09,0.14,Bottle,,,-32.51,2732
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,297.305,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,297305,300.1,8,10,2003,0.3,0.38,-1.738,21.25,0.54,8.91,8.88,34.34,,26.62,1.03,122.34,125.6,2.81,,,2.15,2.09,0,0,12.47,12.15,25.98,,,2267.4,,7.56,7.53,,7.56,,1.45,0.95,59.8,,1.2,0.76,52.98,,,,,,,0.61,,,,,,,,,,,0.41,40.54,0.18,17.6,,,0,0,0.42,42.05,0.11,13.85,0.14,Bottle,,,-32.51,2732
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,396.176,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,396176,399.9,8,10,2003,0.3,0.38,-1.738,21.25,0.54,7.18,7.14,34.36,,26.9,1.03,119.95,123.18,2.76,,,2.37,2.31,0,0,16.47,16.04,32.1,,,2271.1,,7.52,7.49,,7.52,,1.33,0.88,54.96,,1.05,0.67,47.48,,,,,,,0.6,,,,,,,,,,,0.43,42.61,0.39,38.75,,,0,0,0.19,18.81,0.07,12.91,0.13,Bottle,,,-32.51,2732
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,497.226,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,497226,501.9,8,10,2003,0.3,0.38,-1.738,21.25,0.54,6.14,6.09,34.3,,26.99,1.03,189.69,194.81,4.36,,,2.03,1.98,0,0,13.08,12.74,28.48,,,2276.9,,7.63,7.6,,7.63,,1.69,1.11,69.7,,1.33,0.85,61.43,,,,,,,0.98,,,,,,,,,,,0.4,40.22,0.65,64.58,0,0,,,,,0,16.74,0.17,Bottle,,,,2732
49NZ20030909,23,CTD/Bottle ,*,*,-79.99,-32.51,2732,594.313,"Olsen et al., 2020",https://doi.org/10.5194/essd-12-3653-2020,594313,599.9,8,10,2003,0.3,0.38,-1.738,21.25,0.54,5.55,5.49,34.28,,27.04,1.03,210.86,216.56,4.85,,,1.98,1.93,0,0,13.76,13.4,27.73,,,2275.6,,7.66,7.63,,7.66,,1.8,1.18,74.21,,1.4,0.89,65.52,,,,,,,1.1,,,,,,,,,,,0.34,34.15,0.69,69.11,0,0,,,,,0,15.87,0.16,Bottle,,,,2732
